Department,Sub-Department,Billing Classification,Billing Code,"Description
",2011/2012,2012/2013,2012/2013,2013/2014
GENERAL FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,,450,1997/98 City-Owned Sidewalk Improvements,"$27,814","$28,782","$28,782",$0
GENERAL FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,,450,1998/99 Street Reconstruction,"$200,722","$207,712","$207,712",$0
GENERAL FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,,450,Traffic Signal Interconnect,"$42,740","$44,229","$44,229",$0
GENERAL FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,,450,1998/99 City-Owned Sidewalk Improvements,"$37,085","$38,376","$38,376",$0
GENERAL FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,,450,1998/99 Kirkpatrick/Solar Streets,"$32,820","$33,963","$33,963",$0
GENERAL FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,,450,Valley Pool Improvements,"$46,356","$47,970","$47,970",$0
GENERAL FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,,450,Park Improvements,"$31,522","$32,620","$32,620",$0
GENERAL FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,,455,Hiawatha Boulevard,"$30,799","$35,130","$35,130","$37,375"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,,455,Construction of Salt Shed,"$11,647","$13,284","$13,284","$14,134"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,,455,MONY Garage,"$32,351","$36,901","$36,901","$39,260"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,,455,Public Infrastructure,"$64,703","$73,802","$73,802","$78,520"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,,455,Unimproved Streets Overlay,"$29,116","$33,211","$33,211","$35,334"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,,455,City-Owned Sidewalks,"$12,941","$14,761","$14,761","$15,704"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,,455,2001/02 Street Construction,"$367,190","$418,826","$418,826","$445,600"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,,455,Fire Station Repairs,"$6,794","$7,749","$7,749","$8,245"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,,455,Fire Apparatus,"$83,596","$95,352","$95,352","$101,447"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,,455,First Response Vehicle,"$7,764","$8,856","$8,856","$9,422"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,,455,DPW Equipment,"$69,168","$78,894","$78,894","$83,938"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,,455,Parking Lot #3 Improvements,"$9,706","$11,070","$11,070","$11,778"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,,455,2001/02 DPW Building Improvements,"$12,940","$14,760","$14,760","$15,704"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,,455,Environmental Investigation 2176 Erie Blvd.,"$9,835","$11,218","$11,218","$11,935"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,,455,Environmental Investigation 1410 Erie Blvd.,"$10,805","$12,325","$12,325","$13,113"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,,460,2010/11 Police Capital Equipment,$0,"$20,013","$20,013","$20,405"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,,460,2010/11 DPW Capital Equipment,$0,"$61,608","$61,608","$62,816"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,,460,Erie Blvd. Bridge over RR Spur,$0,"$10,791","$10,791","$11,003"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,,460,2010/11 Engineering Capital Equipment,$0,"$6,259","$6,259","$6,382"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,,460,2010/11 Fire Vehicles,$0,"$6,200","$6,200","$6,322"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,,460,Fire Apparatus,$0,"$22,563","$22,563","$23,006"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,,460,Sutton Settlement,$0,"$156,963","$156,963","$160,041"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,,475,2011/12 Park Facility,$0,$0,$0,"$35,000"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,,475,Onondaga Park Firebarn,$0,$0,$0,"$14,000"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,,475,Skiddy/Kirk Park,$0,$0,$0,"$15,000"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,,475,2011/12 DPW Facility,$0,$0,$0,"$60,000"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,,475,2011/12 DPW Vehicles,$0,$0,$0,"$172,000"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,,475,2006/07 DPW Parking Area Ph. II,$0,$0,$0,"$3,975"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,,475,2011/12 Road Recon,$0,$0,$0,"$115,000"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,,475,2012/13 Road Recon,$0,$0,$0,"$172,000"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,,475,Haz-Mat Vehicle,$0,$0,$0,"$9,000"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,,475,Lee Settlement,$0,$0,$0,"$121,000"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,,475,Lore Settlement,$0,$0,$0,"$84,000"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,,,TOTAL:,"$13,538,460","$13,991,685","$13,991,685","$13,512,159"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,175,Harrison Street Parking Garage,$0,$0,$0,$0
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,220,Harrison Street Garage-2nd Phase,$120,$0,$0,$0
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,220,Convention Center Garage,"$7,200",$0,$0,$0
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,220,Fayette Parking Garage Renovations,$996,$0,$0,$0
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,235,Washington Street Garage-Conversion to Fixed Rate,"$207,707","$152,955","$152,955","$94,186"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,275,1995/96 Traffic Signal Interconnect,"$1,096",$594,$594,$0
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,275,Walton Street Bridge Improvements,"$4,384","$2,380","$2,380",$0
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,275,Fire Station Rehabilitation,"$9,864","$5,354","$5,354",$0
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,275,1997 Fire Apparatus Replacement,"$1,096",$594,$594,$0
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,275,2000 Fire Apparatus Replacement,"$6,576","$3,568","$3,568",$0
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,275,1999 Fire Station Rehabilitation,"$3,616","$1,962","$1,962",$0
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,275,Hotel Syracuse Parking Garage,"$4,110","$2,230","$2,230",$0
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,275,Parking Facility Lighting,"$5,480","$2,974","$2,974",$0
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,275,Salt Storage Shed Construction,"$1,644",$892,$892,$0
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,275,2000 Creek Walk Construction Phase IV,"$9,798","$5,318","$5,318",$0
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,275,Kirkpatrick/Solar Street Improvements,"$3,452","$1,874","$1,874",$0
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,275,2000 Unimproved Street Overlay,"$4,110","$2,230","$2,230",$0
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,275,2000/01 Road Construction,"$29,426","$15,972","$15,972",$0
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,275,Sunnycrest Park Track Improvements,"$1,370",$744,$744,$0
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,275,2000 City Sidewalk Improvements,"$2,192","$1,190","$1,190",$0
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,275,2000 Settled Claim,"$4,768","$2,588","$2,588",$0
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,275,2000 Public Park Improvements,"$19,618","$10,648","$10,648",$0
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,275,2001 Public Improvements,"$8,768","$4,758","$4,758",$0
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,300,Washington Street Garage,"$55,994","$40,975","$40,975","$25,032"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,300,Harrison Street Garage-Phase III,"$3,332","$1,138","$1,138",$0
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,320,Walton Street Bridge,"$23,578","$20,631","$20,631","$17,448"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,320,Fire Apparatus Replacement-2003,"$2,207","$1,931","$1,931","$1,633"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,320,Fire Apparatus Replacement-2003,"$3,954","$3,460","$3,460","$2,927"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,320,Public Infrastructure Improvements,"$30,531","$26,715","$26,715","$22,593"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,320,Clinton Square Traffic Improvements,"$36,787","$32,188","$32,188","$27,221"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,320,City-Owned Sidewalks,"$3,679","$3,219","$3,219","$2,722"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,320,Road Reconstruction-2002,"$101,156","$88,512","$88,512","$74,855"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,320,2002 Unimproved Street Overlay,"$8,681","$7,596","$7,596","$6,424"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,320,Traffic Signal Program,"$7,357","$6,438","$6,438","$5,444"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,320,City-Owned Building Improvements-2001/02,"$5,517","$4,828","$4,828","$4,083"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,320,Parking Garage Rehabilitation-2001,"$6,437","$5,632","$5,632","$4,763"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,320,Parking Garage Rehabilitation-2003,"$6,530","$5,713","$5,713","$4,831"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,320,Forman Park Improvements,"$3,679","$3,219","$3,219","$2,722"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,320,Lakefront Transportation Study,"$27,348","$23,929","$23,929","$20,237"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,320,Fineview Place Bridge,"$3,679","$3,219","$3,219","$2,722"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,320,W. Seneca Street Bridge,"$5,517","$4,828","$4,828","$4,083"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,320,Retaining Walls,"$9,564","$8,369","$8,369","$7,078"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,330,Fire Station Repairs,"$15,258","$13,666","$13,666","$12,076"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,330,First Response Vehicles,"$2,562","$2,294","$2,294","$2,028"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,330,Southwest Community Center,"$17,792","$15,934","$15,934","$14,080"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,330,Wilson Community Center,"$13,522","$12,110","$12,110","$10,702"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,330,Temple Street Bridge,"$2,136","$1,912","$1,912","$1,690"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,330,Erie Blvd. West Street Bridge,"$28,468","$25,494","$25,494","$22,528"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,330,Traffic Indicator Replacement,"$19,928","$17,846","$17,846","$15,770"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,330,2003 Unimproved Street Overlay,"$5,694","$5,098","$5,098","$4,506"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,330,2003/04 City- Owned Sidewalks,"$8,540","$7,648","$7,648","$6,758"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,330,Road Reconstruction-2004,"$158,000","$141,496","$141,496","$125,032"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,330,Traffic Signals/Intersections,"$12,810","$11,472","$11,472","$10,138"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,330,Parking Meter Replacement,"$7,544","$6,756","$6,756","$5,970"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,330,Single Indicator Traffic Signals,"$1,138","$1,020","$1,020",$902
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,330,City-wide Traffic Signals,"$1,424","$1,274","$1,274","$1,126"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,330,DPW Facility Improvements,"$4,484","$4,016","$4,016","$3,548"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,355,Street Lighting,"$8,040","$6,793","$6,793","$5,446"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,355,2004 Unimproved Street Overlay,"$5,467","$4,619","$4,619","$3,703"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,355,Parking Meter Replacement,"$4,723","$3,991","$3,991","$3,200"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,355,Parking Meter Replacement Phase II,"$10,049","$8,491","$8,491","$6,807"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,355,City Hall Energy Improvements,"$12,059","$10,189","$10,189","$8,169"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,355,Road Reconstruction-2005,"$111,543","$94,249","$94,249","$75,562"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,355,2004/05 City Owned Sidewalks,"$7,034","$5,944","$5,944","$4,766"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,355,Traffic Sign Rehabilitation Phase II,"$1,005",$850,$850,$681
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,360,City Employee Retirement System,"$29,983","$22,071","$22,071","$13,616"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,360,Police/Fire Retirement System,"$106,738","$78,572","$78,572","$48,472"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,370,First Response Vehicles,"$1,492","$1,404","$1,404","$1,312"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,370,2005 Unimproved Street Overlay,"$11,910","$11,200","$11,200","$10,468"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,370,Single Indicator Traffic Signals,"$4,764","$4,480","$4,480","$4,188"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,370,Traffic Signal Loop,"$3,970","$3,734","$3,734","$3,490"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,370,Central Business District Sidewalks,"$4,764","$4,480","$4,480","$4,188"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,370,City Hall Energy Improvements,"$21,852","$20,548","$20,548","$19,204"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,370,City-Owned Building Improvements-2004/05,"$9,496","$8,930","$8,930","$8,346"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,370,Traffic Signal Interconnect/W. Genesee and Geddes,"$25,408","$23,892","$23,892","$22,332"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,370,Traffic Signal Interconnect/N. Salina and Lodi,"$1,588","$1,494","$1,494","$1,396"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,370,Road Reconstruction-2006,"$160,390","$150,818","$150,818","$140,964"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,370,2006 Unimproved Street Overlay,"$19,056","$17,920","$17,920","$16,748"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,375,Road Reconstruction-1994/1995,"$14,743","$11,059","$11,059","$7,108"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,375,Fuel Facility,"$3,827","$2,871","$2,871","$1,845"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,375,Road Reconstruction-1995,"$15,087","$11,316","$11,316","$7,273"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,375,Fire Apparatus Replacement-1994,"$3,661","$2,746","$2,746","$1,765"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,375,South Avenue Bridges,"$5,990","$4,493","$4,493","$2,887"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,375,Harrison Street Traffic Operations,"$2,274","$1,706","$1,706","$1,096"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,375,Fire Station 6 Replacement,"$27,844","$20,885","$20,885","$13,423"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,375,Tax Certiorari Refunds-1995,"$1,075",$806,$806,$518
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,375,Tax Certiorari Refunds-1996,"$1,786","$1,339","$1,339",$861
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,375,Road Reconstruction-1996,"$2,995","$2,246","$2,246","$1,444"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,375,Road Reconstruction-1997,"$28,842","$21,634","$21,634","$13,904"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,375,Burnet Park Ice Rink,"$4,992","$3,744","$3,744","$2,406"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,375,West Genesee Street Bridge Rehabilitation,$443,$332,$332,$214
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,375,MONY Parking Garage-Non-Taxable,"$55,466","$41,604","$41,604","$26,739"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,375,Onondaga Tower Garage Renovations,"$38,826","$29,123","$29,123","$18,717"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,375,Downtown Vaults,"$3,328","$2,496","$2,496","$1,604"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,380,Kirk Park Improvements,"$2,266","$1,812","$1,812","$1,338"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,380,Castle/State Streets Parks,"$1,460","$1,168","$1,168",$862
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,380,Lewis Park Water Playscape,$538,$430,$430,$318
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,380,Parks Facility Improvements,"$1,176",$940,$940,$694
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,380,Fire Apparatus,"$12,928","$10,336","$10,336","$7,636"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,380,Walton Street Bridge Improvements,"$3,968","$3,172","$3,172","$2,344"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,380,Fire Station Repairs,"$7,936","$6,346","$6,346","$4,688"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,380,1997/2000 City Buildings-Salt Dome,"$7,936","$6,346","$6,346","$4,688"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,380,Unimproved Streets Overlay,"$3,968","$3,172","$3,172","$2,344"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,380,1999/2000 Road Reconstruction,"$39,680","$31,728","$31,728","$23,438"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,380,1999/2000 Traffic Signal Improvements,"$3,968","$3,172","$3,172","$2,344"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,380,1999/2000 Fire Vehicles,"$8,202","$6,558","$6,558","$4,844"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,380,101 Chester Street Phase II,$992,$794,$794,$586
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,380,1999/2000 DPW Vehicles,"$14,946","$11,950","$11,950","$8,828"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,380,1995/96 Traffic Signal Interconnect,"$14,550","$11,634","$11,634","$8,594"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,380,Police Facility,"$16,864","$13,484","$13,484","$9,962"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,380,1998/99 Kirkpatrick/Solar Streets,"$3,968","$3,172","$3,172","$2,344"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,380,1998/99 Creek Walk Phases I-IV,"$3,968","$3,172","$3,172","$2,344"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,395,Pension Obligation,"$104,390","$82,810","$82,810","$60,190"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,405,Fire Apparatus Replacement 2004,"$37,892","$35,892","$35,892","$33,788"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,405,Fire Station,"$8,526","$8,076","$8,076","$7,602"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,405,Aerial Tower Truck,"$27,850","$26,380","$26,380","$24,834"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,405,First Response Vehicle,"$1,780","$1,686","$1,686","$1,588"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,405,Police Vehicles III,"$37,892","$35,892","$35,892","$33,788"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,405,Southwest Community Center,"$16,104","$15,254","$15,254","$14,360"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,405,Kirk Park Playground,"$5,684","$5,384","$5,384","$5,068"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,405,Parking Meter Replacement Phase,"$18,946","$17,946","$17,946","$16,894"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,405,Parking Meter Replacement Phase IV,"$7,578","$7,178","$7,178","$6,758"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,405,South Salina Streetscape,"$9,472","$8,972","$8,972","$8,448"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,405,Street Lighting Improvements,"$15,156","$14,356","$14,356","$13,516"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,405,City Signs Phase III,"$1,894","$1,794","$1,794","$1,690"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,405,DPW Facility Improvement,"$7,578","$7,178","$7,178","$6,758"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,405,North Salina Streetscape,"$28,418","$26,918","$26,918","$25,342"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,405,Central Business District II,"$5,684","$5,384","$5,384","$5,068"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,405,05/06 City Owned Sidewalks,"$13,262","$12,562","$12,562","$11,826"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,405,Eastwood Streetscape,"$13,262","$12,562","$12,562","$11,826"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,405,East Genesee Streetscape,"$27,472","$26,022","$26,022","$24,496"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,405,Traffic Signal Loop,"$4,736","$4,486","$4,486","$4,224"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,405,Road Reconstruction-2007,"$138,304","$131,004","$131,004","$123,328"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,405,2006/07 City Owned Sidewalks,"$6,632","$6,280","$6,280","$5,912"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,405,2007 Unimproved Streets Overlay,"$7,578","$7,178","$7,178","$6,758"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,405,Parking Garage Rehabilitation-2004,"$12,314","$11,664","$11,664","$10,982"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,405,Fayette Parking Garage,"$13,262","$12,562","$12,562","$11,826"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,405,MONY Garage-Taxable,"$33,974","$32,182","$32,182","$30,296"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,415,Fire Apparatus Replacement-2006,"$17,972","$16,796","$16,796","$15,566"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,415,City Hall Energy Improvements,"$2,396","$2,239","$2,239","$2,076"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,415,DPW Road/Parking Areas,"$3,424","$3,200","$3,200","$2,965"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,415,Traffic Signals/Intersections,"$10,270","$9,598","$9,598","$8,895"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,415,Asphalt Plant,"$85,577","$79,978","$79,978","$74,124"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,415,City-Owned Building Improvements-2005/06,"$10,270","$9,598","$9,598","$9,255"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,415,City Hall Roof,"$11,980","$11,197","$11,197","$10,378"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,415,Traffic Sign Rehabilitation Phase IV,"$1,712","$1,600","$1,600","$1,483"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,415,Road Reconstruction-2008,"$136,923","$127,965","$127,965","$118,599"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,415,West Fayette Bridge Design,"$4,998","$4,671","$4,671","$4,329"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,415,Dorwin Ave. Bridge Design,"$7,051","$6,590","$6,590","$6,108"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,415,Butternut Corridor Streetscape,"$15,404","$14,396","$14,396","$13,342"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,415,Beech Street Retaining Wall,"$10,270","$9,598","$9,598","$8,895"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,415,South Salina Gateway Corridor,"$6,846","$6,398","$6,398","$5,930"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,425,Retaining Walls,"$14,550","$13,667","$13,667","$12,738"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,425,Asphalt Plant,"$54,564","$51,251","$51,251","$47,769"
